Территория,Пол,Год,Прибыл,Выбыл,Сальдо,Статус
Республика Саха (Якутия),Женщины,2033,34297,34291,6,прогноз
Республика Саха (Якутия),Женщины,2034,34495,34328,167,прогноз
Республика Саха (Якутия),Женщины,2035,34593,34465,128,прогноз
Республика Саха (Якутия),Женщины,2036,35286,35206,80,прогноз
Республика Саха (Якутия),Женщины,2037,37940,37832,108,прогноз
Республика Саха (Якутия),Женщины,2038,38084,37923,161,прогноз
Республика Саха (Якутия),Женщины,2039,38257,37984,273,прогноз
Республика Саха (Якутия),Женщины,2040,38453,38024,429,прогноз
Республика Саха (Якутия),Женщины,2041,40109,39679,430,прогноз
Республика Саха (Якутия),Женщины,2042,41258,40996,262,прогноз
Республика Саха (Якутия),Женщины,2043,41378,41111,267,прогноз
Республика Саха (Якутия),Женщины,2044,41649,41075,574,прогноз
Республика Саха (Якутия),Женщины,2045,42100,41321,779,прогноз
Республика Саха (Якутия),Женщины,2046,43427,42843,584,прогноз
Республика Саха (Якутия),Женщины,2047,44203,43834,369,прогноз
Республика Саха (Якутия),Женщины,2048,45008,44441,567,прогноз
Республика Саха (Якутия),Женщины,2049,45455,44531,924,прогноз
Республика Саха (Якутия),Женщины,2050,45577,44644,933,прогноз
Республика Саха (Якутия),Женщины,2051,46371,45681,690,прогноз
Республика Саха (Якутия),Женщины,2052,48651,47982,669,прогноз
Республика Саха (Якутия),Женщины,2053,49831,48914,917,прогноз
Республика Саха (Якутия),Женщины,2054,50029,48951,1078,прогноз
Республика Саха (Якутия),Женщины,2055,50127,49088,1039,прогноз
Республика Саха (Якутия),Женщины,2056,50820,49829,991,прогноз
Республика Саха (Якутия),Женщины,2057,53474,52455,1019,прогноз
Республика Саха (Якутия),Женщины,2058,53617,52547,1070,прогноз
Республика Саха (Якутия),Женщины,2059,53791,52608,1183,прогноз
Республика Саха (Якутия),Женщины,2060,53986,52647,1339,прогноз
Республика Саха (Якутия),Женщины,2061,55642,54302,1340,прогноз
Республика Саха (Якутия),Женщины,2062,56792,55619,1173,прогноз
Республика Саха (Якутия),Женщины,2063,56911,55735,1176,прогноз
Республика Саха (Якутия),Женщины,2064,57182,55698,1484,прогноз
Республика Саха (Якутия),Женщины,2065,57633,55945,1688,прогноз
Республика Саха (Якутия),Женщины,2066,58960,57466,1494,прогноз
Республика Саха (Якутия),Женщины,2067,59736,58458,1278,прогноз
Республика Саха (Якутия),Женщины,2068,60542,59065,1477,прогноз
Республика Саха (Якутия),Женщины,2069,60988,59155,1833,прогноз
Республика Саха (Якутия),Женщины,2070,61110,59268,1842,прогноз
Республика Саха (Якутия),Женщины,2071,61905,60305,1600,прогноз
Республика Саха (Якутия),Женщины,2072,64185,62605,1580,прогноз
Республика Саха (Якутия),Женщины,2073,65364,63538,1826,прогноз
Республика Саха (Якутия),Женщины,2074,65562,63575,1987,прогноз
Республика Саха (Якутия),Женщины,2075,65660,63712,1948,прогноз
Республика Саха (Якутия),Женщины,2076,66353,64452,1901,прогноз
Республика Саха (Якутия),Женщины,2077,69007,67079,1928,прогноз
Республика Саха (Якутия),Женщины,2078,69150,67170,1980,прогноз
Республика Саха (Якутия),Женщины,2079,69324,67231,2093,прогноз
Республика Саха (Якутия),Женщины,2080,69520,67271,2249,прогноз
Республика Саха (Якутия),Женщины,2081,71176,68926,2250,прогноз
Республика Саха (Якутия),Женщины,2082,72325,70243,2082,прогноз
Республика Саха (Якутия),Женщины,2083,72444,70358,2086,прогноз
Республика Саха (Якутия),Женщины,2084,72716,70322,2394,прогноз
Республика Саха (Якутия),Женщины,2085,73166,70568,2598,прогноз
Республика Саха (Якутия),Женщины,2086,74494,72090,2404,прогноз
Республика Саха (Якутия),Женщины,2087,75269,73081,2188,прогноз
Республика Саха (Якутия),Женщины,2088,76075,73688,2387,прогноз
Республика Саха (Якутия),Женщины,2089,76521,73778,2743,прогноз
Республика Саха (Якутия),Женщины,2090,76644,73891,2753,прогноз
Республика Саха (Якутия),Женщины,2091,77438,74928,2510,прогноз
Республика Саха (Якутия),Женщины,2092,79718,77229,2489,прогноз
Республика Саха (Якутия),Женщины,2093,80897,78161,2736,прогноз
Республика Саха (Якутия),Женщины,2094,81096,78198,2898,прогноз
Республика Саха (Якутия),Женщины,2095,81193,78335,2858,прогноз
Республика Саха (Якутия),Женщины,2096,81887,79076,2811,прогноз
Республика Саха (Якутия),Женщины,2097,84540,81702,2838,прогноз
Республика Саха (Якутия),Женщины,2098,84684,81793,2891,прогноз
Республика Саха (Якутия),Женщины,2099,84858,81854,3004,прогноз
Республика Саха (Якутия),Женщины,2100,85053,81894,3159,прогноз
Республика Саха (Якутия),Мужчины,2017,19570,21419,-1849,наблюдение
Республика Саха (Якутия),Мужчины,2018,20918,21560,-642,наблюдение
Республика Саха (Якутия),Мужчины,2019,21566,20619,947,наблюдение
Республика Саха (Якутия),Мужчины,2020,24957,20998,3959,наблюдение
Республика Саха (Якутия),Мужчины,2021,30050,22890,7160,наблюдение
Республика Саха (Якутия),Мужчины,2022,28985,31386,-2401,наблюдение
Республика Саха (Якутия),Мужчины,2023,28936,27943,993,наблюдение
Республика Саха (Якутия),Мужчины,2024,31443,29431,2012,прогноз
Республика Саха (Якутия),Мужчины,2025,33978,31376,2602,прогноз
Республика Саха (Якутия),Мужчины,2026,35913,33972,1941,прогноз
Республика Саха (Якутия),Мужчины,2027,37853,36561,1292,прогноз
Республика Саха (Якутия),Мужчины,2028,40382,38485,1897,прогноз
Республика Саха (Якутия),Мужчины,2029,41882,38999,2883,прогноз
Республика Саха (Якутия),Мужчины,2030,42167,39315,2852,прогноз
Республика Саха (Якутия),Мужчины,2031,44122,41927,2195,прогноз
Республика Саха (Якутия),Мужчины,2032,48312,46144,2168,прогноз
Республика Саха (Якутия),Мужчины,2033,50821,48053,2768,прогноз
Республика Саха (Якутия),Мужчины,2034,51125,47993,3132,прогноз
Республика Саха (Якутия),Мужчины,2035,51234,48128,3106,прогноз
Республика Саха (Якутия),Мужчины,2036,54582,51509,3073,прогноз
Республика Саха (Якутия),Мужчины,2037,58751,55711,3040,прогноз
Республика Саха (Якутия),Мужчины,2038,59009,55992,3017,прогноз
Республика Саха (Якутия),Мужчины,2039,59316,55929,3387,прогноз
Республика Саха (Якутия),Мужчины,2040,60836,56852,3984,прогноз
Республика Саха (Якутия),Мужчины,2041,65020,61077,3943,прогноз
Республика Саха (Якутия),Мужчины,2042,66939,63651,3288,прогноз
Республика Саха (Якутия),Мужчины,2043,67219,63946,3273,прогноз
Республика Саха (Якутия),Мужчины,2044,68739,64475,4264,прогноз
Республика Саха (Якутия),Мужчины,2045,71274,66420,4854,прогноз
Республика Саха (Якутия),Мужчины,2046,73209,69016,4193,прогноз
Республика Саха (Якутия),Мужчины,2047,75148,71605,3543,прогноз
Республика Саха (Якутия),Мужчины,2048,77678,73529,4149,прогноз
Республика Саха (Якутия),Мужчины,2049,79178,74042,5136,прогноз
Республика Саха (Якутия),Мужчины,2050,79463,74359,5104,прогноз
Республика Саха (Якутия),Мужчины,2051,81418,76970,4448,прогноз
Республика Саха (Якутия),Мужчины,2052,85608,81188,4420,прогноз
Республика Саха (Якутия),Мужчины,2053,88117,83096,5021,прогноз
Республика Саха (Якутия),Мужчины,2054,88421,83036,5385,прогноз
Республика Саха (Якутия),Мужчины,2055,88530,83171,5359,прогноз
Республика Саха (Якутия),Мужчины,2056,91878,86553,5325,прогноз
Республика Саха (Якутия),Мужчины,2057,96046,90755,5291,прогноз
Республика Саха (Якутия),Мужчины,2058,96305,91035,5270,прогноз
Республика Саха (Якутия),Мужчины,2059,96612,90973,5639,прогноз
Республика Саха (Якутия),Мужчины,2060,98131,91896,6235,прогноз
Республика Саха (Якутия),Мужчины,2061,102316,96120,6196,прогноз
Республика Саха (Якутия),Мужчины,2062,104235,98694,5541,прогноз
Республика Саха (Якутия),Мужчины,2063,104515,98990,5525,прогноз
Республика Саха (Якутия),Мужчины,2064,106035,99518,6517,прогноз
Республика Саха (Якутия),Мужчины,2065,108570,101463,7107,прогноз
Республика Саха (Якутия),Мужчины,2066,110505,104060,6445,прогноз
Республика Саха (Якутия),Мужчины,2067,112444,106649,5795,прогноз
Республика Саха (Якутия),Мужчины,2068,114974,108572,6402,прогноз
Республика Саха (Якутия),Мужчины,2069,116473,109086,7387,прогноз
Республика Саха (Якутия),Мужчины,2070,116758,109403,7355,прогноз
Республика Саха (Якутия),Мужчины,2071,118714,112014,6700,прогноз
Республика Саха (Якутия),Мужчины,2072,122904,116231,6673,прогноз
Республика Саха (Якутия),Мужчины,2073,125413,118140,7273,прогноз
Республика Саха (Якутия),Мужчины,2074,125717,118080,7637,прогноз
Республика Саха (Якутия),Мужчины,2075,125826,118215,7611,прогноз
Республика Саха (Якутия),Мужчины,2076,129174,121597,7577,прогноз
Республика Саха (Якутия),Мужчины,2077,133342,125799,7543,прогноз
Республика Саха (Якутия),Мужчины,2078,133601,126079,7522,прогноз
Республика Саха (Якутия),Мужчины,2079,133908,126016,7892,прогноз
Республика Саха (Якутия),Мужчины,2080,135427,126940,8487,прогноз
Республика Саха (Якутия),Мужчины,2081,139612,131164,8448,прогноз
Республика Саха (Якутия),Мужчины,2082,141531,133738,7793,прогноз
Республика Саха (Якутия),Мужчины,2083,141811,134033,7778,прогноз
Республика Саха (Якутия),Мужчины,2084,143331,134562,8769,прогноз
Республика Саха (Якутия),Мужчины,2085,145866,136507,9359,прогноз
Республика Саха (Якутия),Мужчины,2086,147801,139103,8698,прогноз
Республика Саха (Якутия),Мужчины,2087,149740,141692,8048,прогноз
Республика Саха (Якутия),Мужчины,2088,152270,143616,8654,прогноз
Республика Саха (Якутия),Мужчины,2089,153769,144130,9639,прогноз
Республика Саха (Якутия),Мужчины,2090,154054,144446,9608,прогноз
Республика Саха (Якутия),Мужчины,2091,156010,147058,8952,прогноз
Республика Саха (Якутия),Мужчины,2092,160200,151275,8925,прогноз
Республика Саха (Якутия),Мужчины,2093,162709,153184,9525,прогноз
Республика Саха (Якутия),Мужчины,2094,163013,153124,9889,прогноз
Республика Саха (Якутия),Мужчины,2095,163122,153259,9863,прогноз
Республика Саха (Якутия),Мужчины,2096,166470,156640,9830,прогноз
Республика Саха (Якутия),Мужчины,2097,170638,160842,9796,прогноз
Республика Саха (Якутия),Мужчины,2098,170897,161123,9774,прогноз
Республика Саха (Якутия),Мужчины,2099,171204,161060,10144,прогноз
Республика Саха (Якутия),Мужчины,2100,172723,161983,10740,прогноз
Республика Северная Осетия-Алания,Всего,2017,12583,15854,-3271,наблюдение
Республика Северная Осетия-Алания,Всего,2018,12501,17013,-4512,наблюдение
Республика Северная Осетия-Алания,Всего,2019,10613,14393,-3780,наблюдение
Республика Северная Осетия-Алания,Всего,2020,8022,11320,-3298,наблюдение
Республика Северная Осетия-Алания,Всего,2021,7014,10224,-3210,наблюдение
Республика Северная Осетия-Алания,Всего,2022,6860,11324,-4464,наблюдение
Республика Северная Осетия-Алания,Всего,2023,7683,10055,-2372,наблюдение
Республика Северная Осетия-Алания,Всего,2024,12376,15995,-3619,прогноз
Республика Северная Осетия-Алания,Всего,2025,12340,16141,-3801,прогноз
Республика Северная Осетия-Алания,Всего,2026,12269,16493,-4224,прогноз
Республика Северная Осетия-Алания,Всего,2027,12314,16560,-4246,прогноз
Республика Северная Осетия-Алания,Всего,2028,12565,16420,-3855,прогноз
Республика Северная Осетия-Алания,Всего,2029,12694,16401,-3707,прогноз
Республика Северная Осетия-Алания,Всего,2030,13656,17609,-3953,прогноз
Республика Северная Осетия-Алания,Всего,2031,13676,17700,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2032,13799,17688,-3889,прогноз
Республика Северная Осетия-Алания,Всего,2033,13787,17811,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2034,13758,17949,-4191,прогноз
Республика Северная Осетия-Алания,Всего,2035,13945,17875,-3930,прогноз
Республика Северная Осетия-Алания,Всего,2036,14156,17775,-3619,прогноз
Республика Северная Осетия-Алания,Всего,2037,14120,17922,-3802,прогноз
Республика Северная Осетия-Алания,Всего,2038,13964,18189,-4225,прогноз
Республика Северная Осетия-Алания,Всего,2039,14008,18255,-4247,прогноз
Республика Северная Осетия-Алания,Всего,2040,14260,18115,-3855,прогноз
Республика Северная Осетия-Алания,Всего,2041,14389,18096,-3707,прогноз
Республика Северная Осетия-Алания,Всего,2042,14321,18276,-3955,прогноз
Республика Северная Осетия-Алания,Всего,2043,14342,18366,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2044,14465,18354,-3889,прогноз
Республика Северная Осетия-Алания,Всего,2045,14453,18477,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2046,14425,18616,-4191,прогноз
Республика Северная Осетия-Алания,Всего,2047,14611,18540,-3929,прогноз
Республика Северная Осетия-Алания,Всего,2048,14822,18441,-3619,прогноз
Республика Северная Осетия-Алания,Всего,2049,14786,18588,-3802,прогноз
Республика Северная Осетия-Алания,Всего,2050,14631,18855,-4224,прогноз
Республика Северная Осетия-Алания,Всего,2051,14675,18922,-4247,прогноз
Республика Северная Осетия-Алания,Всего,2052,14926,18781,-3855,прогноз
Республика Северная Осетия-Алания,Всего,2053,15056,18763,-3707,прогноз
Республика Северная Осетия-Алания,Всего,2054,14988,18942,-3954,прогноз
Республика Северная Осетия-Алания,Всего,2055,15008,19032,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2056,15131,19020,-3889,прогноз
Республика Северная Осетия-Алания,Всего,2057,15119,19143,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2058,15092,19283,-4191,прогноз
Республика Северная Осетия-Алания,Всего,2059,15278,19207,-3929,прогноз
Республика Северная Осетия-Алания,Всего,2060,15488,19107,-3619,прогноз
Республика Северная Осетия-Алания,Всего,2061,15453,19254,-3801,прогноз
Республика Северная Осетия-Алания,Всего,2062,15296,19521,-4225,прогноз
Республика Северная Осетия-Алания,Всего,2063,15341,19588,-4247,прогноз
Республика Северная Осетия-Алания,Всего,2064,15592,19448,-3856,прогноз
Республика Северная Осетия-Алания,Всего,2065,15722,19429,-3707,прогноз
Республика Северная Осетия-Алания,Всего,2066,15653,19608,-3955,прогноз
Республика Северная Осетия-Алания,Всего,2067,15675,19698,-4023,прогноз
Республика Северная Осетия-Алания,Всего,2068,15798,19686,-3888,прогноз
Республика Северная Осетия-Алания,Всего,2069,15786,19810,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2070,15757,19948,-4191,прогноз
Республика Северная Осетия-Алания,Всего,2071,15944,19874,-3930,прогноз
Республика Северная Осетия-Алания,Всего,2072,16155,19773,-3618,прогноз
Республика Северная Осетия-Алания,Всего,2073,16119,19921,-3802,прогноз
Республика Северная Осетия-Алания,Всего,2074,15963,20188,-4225,прогноз
Республика Северная Осетия-Алания,Всего,2075,16007,20254,-4247,прогноз
Республика Северная Осетия-Алания,Всего,2076,16259,20114,-3855,прогноз
Республика Северная Осетия-Алания,Всего,2077,16388,20095,-3707,прогноз
Республика Северная Осетия-Алания,Всего,2078,16320,20275,-3955,прогноз
Республика Северная Осетия-Алания,Всего,2079,16340,20365,-4025,прогноз
Республика Северная Осетия-Алания,Всего,2080,16464,20353,-3889,прогноз
Республика Северная Осетия-Алания,Всего,2081,16452,20476,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2082,16424,20615,-4191,прогноз
Республика Северная Осетия-Алания,Всего,2083,16610,20539,-3929,прогноз
Республика Северная Осетия-Алания,Всего,2084,16821,20440,-3619,прогноз
Республика Северная Осетия-Алания,Всего,2085,16785,20586,-3801,прогноз
Республика Северная Осетия-Алания,Всего,2086,16630,20853,-4223,прогноз
Республика Северная Осетия-Алания,Всего,2087,16674,20920,-4246,прогноз
Республика Северная Осетия-Алания,Всего,2088,16925,20780,-3855,прогноз
Республика Северная Осетия-Алания,Всего,2089,17055,20762,-3707,прогноз
Республика Северная Осетия-Алания,Всего,2090,16987,20940,-3953,прогноз
Республика Северная Осетия-Алания,Всего,2091,17007,21031,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2092,17130,21019,-3889,прогноз
Республика Северная Осетия-Алания,Всего,2093,17118,21142,-4024,прогноз
Республика Северная Осетия-Алания,Всего,2094,17091,21281,-4190,прогноз
Республика Северная Осетия-Алания,Всего,2095,17276,21206,-3930,прогноз
Республика Северная Осетия-Алания,Всего,2096,17487,21106,-3619,прогноз
Республика Северная Осетия-Алания,Всего,2097,17451,21253,-3802,прогноз
Республика Северная Осетия-Алания,Всего,2098,17295,21520,-4225,прогноз
Республика Северная Осетия-Алания,Всего,2099,17339,21586,-4247,прогноз
Республика Северная Осетия-Алания,Всего,2100,17591,21446,-3855,прогноз
Республика Северная Осетия-Алания,Женщины,2017,6404,8010,-1606,наблюдение
Республика Северная Осетия-Алания,Женщины,2018,6424,8866,-2442,наблюдение
Республика Северная Осетия-Алания,Женщины,2019,5162,7229,-2067,наблюдение
Республика Северная Осетия-Алания,Женщины,2020,4081,5828,-1747,наблюдение
Республика Северная Осетия-Алания,Женщины,2021,3585,5223,-1638,наблюдение
Республика Северная Осетия-Алания,Женщины,2022,3465,5893,-2428,наблюдение
Республика Северная Осетия-Алания,Женщины,2023,3962,5346,-1384,наблюдение
Республика Северная Осетия-Алания,Женщины,2024,6085,8222,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2025,6107,8257,-2150,прогноз
Республика Северная Осетия-Алания,Женщины,2026,6250,8340,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2027,6286,8362,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2028,6314,8390,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2029,6342,8418,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2030,6892,9028,-2136,прогноз
Республика Северная Осетия-Алания,Женщины,2031,6913,9064,-2151,прогноз
Республика Северная Осетия-Алания,Женщины,2032,6972,9062,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2033,7007,9083,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2034,7035,9111,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2035,7064,9140,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2036,7062,9199,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2037,7083,9234,-2151,прогноз
Республика Северная Осетия-Алания,Женщины,2038,7142,9232,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2039,7177,9253,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2040,7206,9282,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2041,7234,9310,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2042,7232,9369,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2043,7254,9404,-2150,прогноз
Республика Северная Осетия-Алания,Женщины,2044,7312,9402,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2045,7348,9424,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2046,7376,9452,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2047,7404,9480,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2048,7402,9539,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2049,7424,9575,-2151,прогноз
Республика Северная Осетия-Алания,Женщины,2050,7483,9573,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2051,7518,9594,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2052,7546,9622,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2053,7575,9651,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2054,7573,9710,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2055,7594,9745,-2151,прогноз
Республика Северная Осетия-Алания,Женщины,2056,7653,9743,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2057,7688,9764,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2058,7717,9793,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2059,7745,9821,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2060,7743,9880,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2061,7765,9915,-2150,прогноз
Республика Северная Осетия-Алания,Женщины,2062,7823,9913,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2063,7859,9935,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2064,7887,9963,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2065,7915,9991,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2066,7913,10050,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2067,7935,10085,-2150,прогноз
Республика Северная Осетия-Алания,Женщины,2068,7994,10083,-2089,прогноз
Республика Северная Осетия-Алания,Женщины,2069,8029,10105,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2070,8057,10133,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2071,8086,10162,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2072,8084,10220,-2136,прогноз
Республика Северная Осетия-Алания,Женщины,2073,8105,10256,-2151,прогноз
Республика Северная Осетия-Алания,Женщины,2074,8164,10254,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2075,8199,10275,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2076,8228,10304,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2077,8256,10332,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2078,8254,10391,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2079,8275,10426,-2151,прогноз
Республика Северная Осетия-Алания,Женщины,2080,8334,10424,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2081,8370,10446,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2082,8398,10474,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2083,8426,10502,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2084,8424,10561,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2085,8446,10596,-2150,прогноз
Республика Северная Осетия-Алания,Женщины,2086,8505,10594,-2089,прогноз
Республика Северная Осетия-Алания,Женщины,2087,8540,10616,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2088,8568,10644,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2089,8597,10673,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2090,8595,10731,-2136,прогноз
Республика Северная Осетия-Алания,Женщины,2091,8616,10767,-2151,прогноз
Республика Северная Осетия-Алания,Женщины,2092,8675,10765,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2093,8710,10786,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2094,8739,10815,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2095,8767,10843,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2096,8765,10902,-2137,прогноз
Республика Северная Осетия-Алания,Женщины,2097,8786,10937,-2151,прогноз
Республика Северная Осетия-Алания,Женщины,2098,8845,10935,-2090,прогноз
Республика Северная Осетия-Алания,Женщины,2099,8880,10956,-2076,прогноз
Республика Северная Осетия-Алания,Женщины,2100,8909,10985,-2076,прогноз
Республика Северная Осетия-Алания,Мужчины,2017,6179,7844,-1665,наблюдение
Республика Северная Осетия-Алания,Мужчины,2018,6077,8147,-2070,наблюдение
Республика Северная Осетия-Алания,Мужчины,2019,5451,7164,-1713,наблюдение
Республика Северная Осетия-Алания,Мужчины,2020,3941,5492,-1551,наблюдение
Республика Северная Осетия-Алания,Мужчины,2021,3429,5001,-1572,наблюдение
Республика Северная Осетия-Алания,Мужчины,2022,3395,5431,-2036,наблюдение
Республика Северная Осетия-Алания,Мужчины,2023,3721,4709,-988,наблюдение
Республика Северная Осетия-Алания,Мужчины,2024,6291,7773,-1482,прогноз
Республика Северная Осетия-Алания,Мужчины,2025,6233,7884,-1651,прогноз
Республика Северная Осетия-Алания,Мужчины,2026,6019,8153,-2134,прогноз
Республика Северная Осетия-Алания,Мужчины,2027,6028,8198,-2170,прогноз
Республика Северная Осетия-Алания,Мужчины,2028,6251,8030,-1779,прогноз
Республика Северная Осетия-Алания,Мужчины,2029,6352,7983,-1631,прогноз
Республика Северная Осетия-Алания,Мужчины,2030,6764,8581,-1817,прогноз
Республика Северная Осетия-Алания,Мужчины,2031,6763,8636,-1873,прогноз
Республика Северная Осетия-Алания,Мужчины,2032,6827,8626,-1799,прогноз
Республика Северная Осетия-Алания,Мужчины,2033,6780,8728,-1948,прогноз
Республика Северная Осетия-Алания,Мужчины,2034,6723,8838,-2115,прогноз
Республика Северная Осетия-Алания,Мужчины,2035,6881,8735,-1854,прогноз
Республика Северная Осетия-Алания,Мужчины,2036,7094,8576,-1482,прогноз
Республика Северная Осетия-Алания,Мужчины,2037,7037,8688,-1651,прогноз
Республика Северная Осетия-Алания,Мужчины,2038,6822,8957,-2135,прогноз
Республика Северная Осетия-Алания,Мужчины,2039,6831,9002,-2171,прогноз
Республика Северная Осетия-Алания,Мужчины,2040,7054,8833,-1779,прогноз
Республика Северная Осетия-Алания,Мужчины,2041,7155,8786,-1631,прогноз
Республика Северная Осетия-Алания,Мужчины,2042,7089,8907,-1818,прогноз
Республика Северная Осетия-Алания,Мужчины,2043,7088,8962,-1874,прогноз
Республика Северная Осетия-Алания,Мужчины,2044,7153,8952,-1799,прогноз
Республика Северная Осетия-Алания,Мужчины,2045,7105,9053,-1948,прогноз
Республика Северная Осетия-Алания,Мужчины,2046,7049,9164,-2115,прогноз
Республика Северная Осетия-Алания,Мужчины,2047,7207,9060,-1853,прогноз
Республика Северная Осетия-Алания,Мужчины,2048,7420,8902,-1482,прогноз
Республика Северная Осетия-Алания,Мужчины,2049,7362,9013,-1651,прогноз
Республика Северная Осетия-Алания,Мужчины,2050,7148,9282,-2134,прогноз
Республика Северная Осетия-Алания,Мужчины,2051,7157,9328,-2171,прогноз
Республика Северная Осетия-Алания,Мужчины,2052,7380,9159,-1779,прогноз
Республика Северная Осетия-Алания,Мужчины,2053,7481,9112,-1631,прогноз
Республика Северная Осетия-Алания,Мужчины,2054,7415,9232,-1817,прогноз
Республика Северная Осетия-Алания,Мужчины,2055,7414,9287,-1873,прогноз
Республика Северная Осетия-Алания,Мужчины,2056,7478,9277,-1799,прогноз
Республика Северная Осетия-Алания,Мужчины,2057,7431,9379,-1948,прогноз
Республика Северная Осетия-Алания,Мужчины,2058,7375,9490,-2115,прогноз
Республика Северная Осетия-Алания,Мужчины,2059,7533,9386,-1853,прогноз
Республика Северная Осетия-Алания,Мужчины,2060,7745,9227,-1482,прогноз
Республика Северная Осетия-Алания,Мужчины,2061,7688,9339,-1651,прогноз
Республика Северная Осетия-Алания,Мужчины,2062,7473,9608,-2135,прогноз
Республика Северная Осетия-Алания,Мужчины,2063,7482,9653,-2171,прогноз
Республика Северная Осетия-Алания,Мужчины,2064,7705,9485,-1780,прогноз
Республика Северная Осетия-Алания,Мужчины,2065,7807,9438,-1631,прогноз
Республика Северная Осетия-Алания,Мужчины,2066,7740,9558,-1818,прогноз
Республика Северная Осетия-Алания,Мужчины,2067,7740,9613,-1873,прогноз
Республика Северная Осетия-Алания,Мужчины,2068,7804,9603,-1799,прогноз
Республика Северная Осетия-Алания,Мужчины,2069,7757,9705,-1948,прогноз
Республика Северная Осетия-Алания,Мужчины,2070,7700,9815,-2115,прогноз
Республика Северная Осетия-Алания,Мужчины,2071,7858,9712,-1854,прогноз
Республика Северная Осетия-Алания,Мужчины,2072,8071,9553,-1482,прогноз
Республика Северная Осетия-Алания,Мужчины,2073,8014,9665,-1651,прогноз
Республика Северная Осетия-Алания,Мужчины,2074,7799,9934,-2135,прогноз
Республика Северная Осетия-Алания,Мужчины,2075,7808,9979,-2171,прогноз
Республика Северная Осетия-Алания,Мужчины,2076,8031,9810,-1779,прогноз
Республика Северная Осетия-Алания,Мужчины,2077,8132,9763,-1631,прогноз
