Территория,Пол,Год,e0,Статус
Республика Ингушетия,Женщины,2058,88.16,прогноз
Республика Ингушетия,Женщины,2059,88.28,прогноз
Республика Ингушетия,Женщины,2060,88.39,прогноз
Республика Ингушетия,Женщины,2061,88.5,прогноз
Республика Ингушетия,Женщины,2062,88.6,прогноз
Республика Ингушетия,Женщины,2063,88.71,прогноз
Республика Ингушетия,Женщины,2064,88.81,прогноз
Республика Ингушетия,Женщины,2065,88.9,прогноз
Республика Ингушетия,Женщины,2066,88.99,прогноз
Республика Ингушетия,Женщины,2067,89.09,прогноз
Республика Ингушетия,Женщины,2068,89.17,прогноз
Республика Ингушетия,Женщины,2069,89.26,прогноз
Республика Ингушетия,Женщины,2070,89.34,прогноз
Республика Ингушетия,Женщины,2071,89.42,прогноз
Республика Ингушетия,Женщины,2072,89.5,прогноз
Республика Ингушетия,Женщины,2073,89.57,прогноз
Республика Ингушетия,Женщины,2074,89.65,прогноз
Республика Ингушетия,Женщины,2075,89.72,прогноз
Республика Ингушетия,Женщины,2076,89.79,прогноз
Республика Ингушетия,Женщины,2077,89.85,прогноз
Республика Ингушетия,Женщины,2078,89.92,прогноз
Республика Ингушетия,Женщины,2079,89.98,прогноз
Республика Ингушетия,Женщины,2080,90.04,прогноз
Республика Ингушетия,Женщины,2081,90.1,прогноз
Республика Ингушетия,Женщины,2082,90.16,прогноз
Республика Ингушетия,Женщины,2083,90.21,прогноз
Республика Ингушетия,Женщины,2084,90.27,прогноз
Республика Ингушетия,Женщины,2085,90.32,прогноз
Республика Ингушетия,Женщины,2086,90.37,прогноз
Республика Ингушетия,Женщины,2087,90.42,прогноз
Республика Ингушетия,Женщины,2088,90.46,прогноз
Республика Ингушетия,Женщины,2089,90.51,прогноз
Республика Ингушетия,Женщины,2090,90.56,прогноз
Республика Ингушетия,Женщины,2091,90.6,прогноз
Республика Ингушетия,Женщины,2092,90.64,прогноз
Республика Ингушетия,Женщины,2093,90.68,прогноз
Республика Ингушетия,Женщины,2094,90.72,прогноз
Республика Ингушетия,Женщины,2095,90.76,прогноз
Республика Ингушетия,Женщины,2096,90.8,прогноз
Республика Ингушетия,Женщины,2097,90.83,прогноз
Республика Ингушетия,Женщины,2098,90.87,прогноз
Республика Ингушетия,Женщины,2099,90.9,прогноз
Республика Ингушетия,Женщины,2100,90.94,прогноз
Республика Ингушетия,Мужчины,1990,,наблюдение
Республика Ингушетия,Мужчины,1991,,наблюдение
Республика Ингушетия,Мужчины,1992,,наблюдение
Республика Ингушетия,Мужчины,1993,,наблюдение
Республика Ингушетия,Мужчины,1994,,наблюдение
Республика Ингушетия,Мужчины,1995,62.4,наблюдение
Республика Ингушетия,Мужчины,1996,63.0,наблюдение
Республика Ингушетия,Мужчины,1997,63.4,наблюдение
Республика Ингушетия,Мужчины,1998,62.5,наблюдение
Республика Ингушетия,Мужчины,1999,64.6,наблюдение
Республика Ингушетия,Мужчины,2000,67.0,наблюдение
Республика Ингушетия,Мужчины,2001,70.3,наблюдение
Республика Ингушетия,Мужчины,2002,70.3,наблюдение
Республика Ингушетия,Мужчины,2003,71.1,наблюдение
Республика Ингушетия,Мужчины,2004,70.3,наблюдение
Республика Ингушетия,Мужчины,2005,69.9,наблюдение
Республика Ингушетия,Мужчины,2006,68.8,наблюдение
Республика Ингушетия,Мужчины,2007,71.0,наблюдение
Республика Ингушетия,Мужчины,2008,72.1,наблюдение
Республика Ингушетия,Мужчины,2009,70.3,наблюдение
Республика Ингушетия,Мужчины,2010,70.9,наблюдение
Республика Ингушетия,Мужчины,2011,72.33,наблюдение
Республика Ингушетия,Мужчины,2012,73.99,наблюдение
Республика Ингушетия,Мужчины,2013,75.21,наблюдение
Республика Ингушетия,Мужчины,2014,75.28,наблюдение
Республика Ингушетия,Мужчины,2015,75.26,наблюдение
Республика Ингушетия,Мужчины,2016,75.61,наблюдение
Республика Ингушетия,Мужчины,2017,76.48,наблюдение
Республика Ингушетия,Мужчины,2018,76.56,наблюдение
Республика Ингушетия,Мужчины,2019,76.86,наблюдение
Республика Ингушетия,Мужчины,2020,74.11,наблюдение
Республика Ингушетия,Мужчины,2021,73.66,наблюдение
Республика Ингушетия,Мужчины,2022,76.26,наблюдение
Республика Ингушетия,Мужчины,2023,77.81,наблюдение
Республика Ингушетия,Мужчины,2024,78.34,прогноз
Республика Ингушетия,Мужчины,2025,78.85,прогноз
Республика Ингушетия,Мужчины,2026,79.33,прогноз
Республика Ингушетия,Мужчины,2027,79.78,прогноз
Республика Ингушетия,Мужчины,2028,80.21,прогноз
Республика Ингушетия,Мужчины,2029,80.62,прогноз
Республика Ингушетия,Мужчины,2030,81.01,прогноз
Республика Ингушетия,Мужчины,2031,81.37,прогноз
Республика Ингушетия,Мужчины,2032,81.72,прогноз
Республика Ингушетия,Мужчины,2033,82.05,прогноз
Республика Ингушетия,Мужчины,2034,82.36,прогноз
Республика Ингушетия,Мужчины,2035,82.65,прогноз
Республика Ингушетия,Мужчины,2036,82.93,прогноз
Республика Ингушетия,Мужчины,2037,83.2,прогноз
Республика Ингушетия,Мужчины,2038,83.45,прогноз
Республика Ингушетия,Мужчины,2039,83.69,прогноз
Республика Ингушетия,Мужчины,2040,83.91,прогноз
Республика Ингушетия,Мужчины,2041,84.13,прогноз
Республика Ингушетия,Мужчины,2042,84.33,прогноз
Республика Ингушетия,Мужчины,2043,84.52,прогноз
Республика Ингушетия,Мужчины,2044,84.71,прогноз
Республика Ингушетия,Мужчины,2045,84.88,прогноз
Республика Ингушетия,Мужчины,2046,85.04,прогноз
Республика Ингушетия,Мужчины,2047,85.2,прогноз
Республика Ингушетия,Мужчины,2048,85.34,прогноз
Республика Ингушетия,Мужчины,2049,85.48,прогноз
Республика Ингушетия,Мужчины,2050,85.61,прогноз
Республика Ингушетия,Мужчины,2051,85.74,прогноз
Республика Ингушетия,Мужчины,2052,85.86,прогноз
Республика Ингушетия,Мужчины,2053,85.97,прогноз
Республика Ингушетия,Мужчины,2054,86.08,прогноз
Республика Ингушетия,Мужчины,2055,86.18,прогноз
Республика Ингушетия,Мужчины,2056,86.27,прогноз
Республика Ингушетия,Мужчины,2057,86.36,прогноз
Республика Ингушетия,Мужчины,2058,86.45,прогноз
Республика Ингушетия,Мужчины,2059,86.53,прогноз
Республика Ингушетия,Мужчины,2060,86.61,прогноз
Республика Ингушетия,Мужчины,2061,86.68,прогноз
Республика Ингушетия,Мужчины,2062,86.75,прогноз
Республика Ингушетия,Мужчины,2063,86.81,прогноз
Республика Ингушетия,Мужчины,2064,86.88,прогноз
Республика Ингушетия,Мужчины,2065,86.93,прогноз
Республика Ингушетия,Мужчины,2066,86.99,прогноз
Республика Ингушетия,Мужчины,2067,87.04,прогноз
Республика Ингушетия,Мужчины,2068,87.09,прогноз
Республика Ингушетия,Мужчины,2069,87.14,прогноз
Республика Ингушетия,Мужчины,2070,87.19,прогноз
Республика Ингушетия,Мужчины,2071,87.23,прогноз
Республика Ингушетия,Мужчины,2072,87.27,прогноз
Республика Ингушетия,Мужчины,2073,87.31,прогноз
Республика Ингушетия,Мужчины,2074,87.34,прогноз
Республика Ингушетия,Мужчины,2075,87.38,прогноз
Республика Ингушетия,Мужчины,2076,87.41,прогноз
Республика Ингушетия,Мужчины,2077,87.44,прогноз
Республика Ингушетия,Мужчины,2078,87.47,прогноз
Республика Ингушетия,Мужчины,2079,87.5,прогноз
Республика Ингушетия,Мужчины,2080,87.52,прогноз
Республика Ингушетия,Мужчины,2081,87.55,прогноз
Республика Ингушетия,Мужчины,2082,87.57,прогноз
Республика Ингушетия,Мужчины,2083,87.6,прогноз
Республика Ингушетия,Мужчины,2084,87.62,прогноз
Республика Ингушетия,Мужчины,2085,87.64,прогноз
Республика Ингушетия,Мужчины,2086,87.66,прогноз
Республика Ингушетия,Мужчины,2087,87.67,прогноз
Республика Ингушетия,Мужчины,2088,87.69,прогноз
Республика Ингушетия,Мужчины,2089,87.71,прогноз
Республика Ингушетия,Мужчины,2090,87.72,прогноз
Республика Ингушетия,Мужчины,2091,87.74,прогноз
Республика Ингушетия,Мужчины,2092,87.75,прогноз
Республика Ингушетия,Мужчины,2093,87.76,прогноз
Республика Ингушетия,Мужчины,2094,87.78,прогноз
Республика Ингушетия,Мужчины,2095,87.79,прогноз
Республика Ингушетия,Мужчины,2096,87.8,прогноз
Республика Ингушетия,Мужчины,2097,87.81,прогноз
Республика Ингушетия,Мужчины,2098,87.82,прогноз
Республика Ингушетия,Мужчины,2099,87.83,прогноз
Республика Ингушетия,Мужчины,2100,87.84,прогноз
Республика Калмыкия,Женщины,1990,73.8,наблюдение
Республика Калмыкия,Женщины,1991,73.2,наблюдение
Республика Калмыкия,Женщины,1992,73.0,наблюдение
Республика Калмыкия,Женщины,1993,71.8,наблюдение
Республика Калмыкия,Женщины,1994,71.9,наблюдение
Республика Калмыкия,Женщины,1995,71.4,наблюдение
Республика Калмыкия,Женщины,1996,72.1,наблюдение
Республика Калмыкия,Женщины,1997,72.6,наблюдение
Республика Калмыкия,Женщины,1998,72.1,наблюдение
Республика Калмыкия,Женщины,1999,72.2,наблюдение
Республика Калмыкия,Женщины,2000,72.3,наблюдение
Республика Калмыкия,Женщины,2001,72.1,наблюдение
Республика Калмыкия,Женщины,2002,71.7,наблюдение
Республика Калмыкия,Женщины,2003,71.8,наблюдение
Республика Калмыкия,Женщины,2004,72.9,наблюдение
Республика Калмыкия,Женщины,2005,73.9,наблюдение
Республика Калмыкия,Женщины,2006,74.0,наблюдение
Республика Калмыкия,Женщины,2007,74.8,наблюдение
Республика Калмыкия,Женщины,2008,75.4,наблюдение
Республика Калмыкия,Женщины,2009,75.3,наблюдение
Республика Калмыкия,Женщины,2010,75.1,наблюдение
Республика Калмыкия,Женщины,2011,76.55,наблюдение
Республика Калмыкия,Женщины,2012,76.74,наблюдение
Республика Калмыкия,Женщины,2013,77.11,наблюдение
Республика Калмыкия,Женщины,2014,76.89,наблюдение
Республика Калмыкия,Женщины,2015,77.11,наблюдение
Республика Калмыкия,Женщины,2016,78.72,наблюдение
Республика Калмыкия,Женщины,2017,78.17,наблюдение
Республика Калмыкия,Женщины,2018,78.25,наблюдение
Республика Калмыкия,Женщины,2019,79.87,наблюдение
Республика Калмыкия,Женщины,2020,77.51,наблюдение
Республика Калмыкия,Женщины,2021,75.06,наблюдение
Республика Калмыкия,Женщины,2022,78.82,наблюдение
Республика Калмыкия,Женщины,2023,79.6,наблюдение
Республика Калмыкия,Женщины,2024,79.99,прогноз
Республика Калмыкия,Женщины,2025,80.36,прогноз
Республика Калмыкия,Женщины,2026,80.73,прогноз
Республика Калмыкия,Женщины,2027,81.08,прогноз
Республика Калмыкия,Женщины,2028,81.42,прогноз
Республика Калмыкия,Женщины,2029,81.76,прогноз
Республика Калмыкия,Женщины,2030,82.08,прогноз
Республика Калмыкия,Женщины,2031,82.39,прогноз
Республика Калмыкия,Женщины,2032,82.69,прогноз
Республика Калмыкия,Женщины,2033,82.98,прогноз
Республика Калмыкия,Женщины,2034,83.26,прогноз
Республика Калмыкия,Женщины,2035,83.54,прогноз
Республика Калмыкия,Женщины,2036,83.8,прогноз
Республика Калмыкия,Женщины,2037,84.06,прогноз
Республика Калмыкия,Женщины,2038,84.31,прогноз
Республика Калмыкия,Женщины,2039,84.55,прогноз
Республика Калмыкия,Женщины,2040,84.78,прогноз
Республика Калмыкия,Женщины,2041,85.01,прогноз
Республика Калмыкия,Женщины,2042,85.23,прогноз
Республика Калмыкия,Женщины,2043,85.44,прогноз
Республика Калмыкия,Женщины,2044,85.64,прогноз
Республика Калмыкия,Женщины,2045,85.84,прогноз
Республика Калмыкия,Женщины,2046,86.04,прогноз
Республика Калмыкия,Женщины,2047,86.22,прогноз
Республика Калмыкия,Женщины,2048,86.4,прогноз
Республика Калмыкия,Женщины,2049,86.58,прогноз
Республика Калмыкия,Женщины,2050,86.75,прогноз
Республика Калмыкия,Женщины,2051,86.91,прогноз
Республика Калмыкия,Женщины,2052,87.07,прогноз
Республика Калмыкия,Женщины,2053,87.23,прогноз
Республика Калмыкия,Женщины,2054,87.38,прогноз
Республика Калмыкия,Женщины,2055,87.52,прогноз
Республика Калмыкия,Женщины,2056,87.66,прогноз
Республика Калмыкия,Женщины,2057,87.8,прогноз
Республика Калмыкия,Женщины,2058,87.93,прогноз
Республика Калмыкия,Женщины,2059,88.06,прогноз
Республика Калмыкия,Женщины,2060,88.18,прогноз
Республика Калмыкия,Женщины,2061,88.3,прогноз
Республика Калмыкия,Женщины,2062,88.42,прогноз
Республика Калмыкия,Женщины,2063,88.53,прогноз
Республика Калмыкия,Женщины,2064,88.64,прогноз
Республика Калмыкия,Женщины,2065,88.74,прогноз
Республика Калмыкия,Женщины,2066,88.84,прогноз
Республика Калмыкия,Женщины,2067,88.94,прогноз
Республика Калмыкия,Женщины,2068,89.04,прогноз
Республика Калмыкия,Женщины,2069,89.13,прогноз
Республика Калмыкия,Женщины,2070,89.22,прогноз
Республика Калмыкия,Женщины,2071,89.31,прогноз
Республика Калмыкия,Женщины,2072,89.39,прогноз
Республика Калмыкия,Женщины,2073,89.48,прогноз
Республика Калмыкия,Женщины,2074,89.55,прогноз
Республика Калмыкия,Женщины,2075,89.63,прогноз
Республика Калмыкия,Женщины,2076,89.71,прогноз
Республика Калмыкия,Женщины,2077,89.78,прогноз
Республика Калмыкия,Женщины,2078,89.85,прогноз
Республика Калмыкия,Женщины,2079,89.91,прогноз
Республика Калмыкия,Женщины,2080,89.98,прогноз
Республика Калмыкия,Женщины,2081,90.04,прогноз
Республика Калмыкия,Женщины,2082,90.1,прогноз
Республика Калмыкия,Женщины,2083,90.16,прогноз
Республика Калмыкия,Женщины,2084,90.22,прогноз
Республика Калмыкия,Женщины,2085,90.28,прогноз
Республика Калмыкия,Женщины,2086,90.33,прогноз
Республика Калмыкия,Женщины,2087,90.38,прогноз
Республика Калмыкия,Женщины,2088,90.43,прогноз
Республика Калмыкия,Женщины,2089,90.48,прогноз
Республика Калмыкия,Женщины,2090,90.53,прогноз
Республика Калмыкия,Женщины,2091,90.58,прогноз
Республика Калмыкия,Женщины,2092,90.62,прогноз
Республика Калмыкия,Женщины,2093,90.66,прогноз
Республика Калмыкия,Женщины,2094,90.71,прогноз
Республика Калмыкия,Женщины,2095,90.75,прогноз
Республика Калмыкия,Женщины,2096,90.79,прогноз
Республика Калмыкия,Женщины,2097,90.82,прогноз
Республика Калмыкия,Женщины,2098,90.86,прогноз
Республика Калмыкия,Женщины,2099,90.9,прогноз
Республика Калмыкия,Женщины,2100,90.93,прогноз
Республика Калмыкия,Мужчины,1990,62.6,наблюдение
Республика Калмыкия,Мужчины,1991,62.8,наблюдение
Республика Калмыкия,Мужчины,1992,62.6,наблюдение
Республика Калмыкия,Мужчины,1993,60.2,наблюдение
Республика Калмыкия,Мужчины,1994,60.3,наблюдение
Республика Калмыкия,Мужчины,1995,59.3,наблюдение
Республика Калмыкия,Мужчины,1996,60.8,наблюдение
Республика Калмыкия,Мужчины,1997,61.4,наблюдение
Республика Калмыкия,Мужчины,1998,61.0,наблюдение
Республика Калмыкия,Мужчины,1999,60.1,наблюдение
Республика Калмыкия,Мужчины,2000,59.3,наблюдение
Республика Калмыкия,Мужчины,2001,61.0,наблюдение
Республика Калмыкия,Мужчины,2002,59.2,наблюдение
Республика Калмыкия,Мужчины,2003,60.4,наблюдение
Республика Калмыкия,Мужчины,2004,62.4,наблюдение
Республика Калмыкия,Мужчины,2005,61.2,наблюдение
Республика Калмыкия,Мужчины,2006,62.2,наблюдение
Республика Калмыкия,Мужчины,2007,63.0,наблюдение
Республика Калмыкия,Мужчины,2008,63.7,наблюдение
Республика Калмыкия,Мужчины,2009,63.2,наблюдение
Республика Калмыкия,Мужчины,2010,63.9,наблюдение
Республика Калмыкия,Мужчины,2011,65.14,наблюдение
Республика Калмыкия,Мужчины,2012,65.76,наблюдение
Республика Калмыкия,Мужчины,2013,65.63,наблюдение
Республика Калмыкия,Мужчины,2014,66.98,наблюдение
Республика Калмыкия,Мужчины,2015,66.97,наблюдение
Республика Калмыкия,Мужчины,2016,67.75,наблюдение
Республика Калмыкия,Мужчины,2017,68.52,наблюдение
Республика Калмыкия,Мужчины,2018,68.87,наблюдение
Республика Калмыкия,Мужчины,2019,69.22,наблюдение
Республика Калмыкия,Мужчины,2020,67.84,наблюдение
Республика Калмыкия,Мужчины,2021,67.18,наблюдение
Республика Калмыкия,Мужчины,2022,68.23,наблюдение
Республика Калмыкия,Мужчины,2023,69.44,наблюдение
Республика Калмыкия,Мужчины,2024,69.96,прогноз
Республика Калмыкия,Мужчины,2025,70.47,прогноз
Республика Калмыкия,Мужчины,2026,70.97,прогноз
Республика Калмыкия,Мужчины,2027,71.45,прогноз
Республика Калмыкия,Мужчины,2028,71.92,прогноз
Республика Калмыкия,Мужчины,2029,72.37,прогноз
Республика Калмыкия,Мужчины,2030,72.82,прогноз
Республика Калмыкия,Мужчины,2031,73.24,прогноз
Республика Калмыкия,Мужчины,2032,73.66,прогноз
Республика Калмыкия,Мужчины,2033,74.07,прогноз
Республика Калмыкия,Мужчины,2034,74.46,прогноз
Республика Калмыкия,Мужчины,2035,74.84,прогноз
Республика Калмыкия,Мужчины,2036,75.22,прогноз
Республика Калмыкия,Мужчины,2037,75.58,прогноз
Республика Калмыкия,Мужчины,2038,75.93,прогноз
Республика Калмыкия,Мужчины,2039,76.27,прогноз
Республика Калмыкия,Мужчины,2040,76.6,прогноз
Республика Калмыкия,Мужчины,2041,76.92,прогноз
Республика Калмыкия,Мужчины,2042,77.24,прогноз
Республика Калмыкия,Мужчины,2043,77.54,прогноз
Республика Калмыкия,Мужчины,2044,77.84,прогноз
Республика Калмыкия,Мужчины,2045,78.12,прогноз
Республика Калмыкия,Мужчины,2046,78.4,прогноз
Республика Калмыкия,Мужчины,2047,78.67,прогноз
Республика Калмыкия,Мужчины,2048,78.94,прогноз
Республика Калмыкия,Мужчины,2049,79.19,прогноз
Республика Калмыкия,Мужчины,2050,79.44,прогноз
Республика Калмыкия,Мужчины,2051,79.68,прогноз
Республика Калмыкия,Мужчины,2052,79.92,прогноз
Республика Калмыкия,Мужчины,2053,80.15,прогноз
Республика Калмыкия,Мужчины,2054,80.37,прогноз
Республика Калмыкия,Мужчины,2055,80.59,прогноз
Республика Калмыкия,Мужчины,2056,80.79,прогноз
Республика Калмыкия,Мужчины,2057,81.0,прогноз
Республика Калмыкия,Мужчины,2058,81.2,прогноз
Республика Калмыкия,Мужчины,2059,81.39,прогноз
Республика Калмыкия,Мужчины,2060,81.58,прогноз
Республика Калмыкия,Мужчины,2061,81.76,прогноз
Республика Калмыкия,Мужчины,2062,81.93,прогноз
Республика Калмыкия,Мужчины,2063,82.11,прогноз
Республика Калмыкия,Мужчины,2064,82.27,прогноз
Республика Калмыкия,Мужчины,2065,82.43,прогноз
Республика Калмыкия,Мужчины,2066,82.59,прогноз
Республика Калмыкия,Мужчины,2067,82.74,прогноз
Республика Калмыкия,Мужчины,2068,82.89,прогноз
Республика Калмыкия,Мужчины,2069,83.04,прогноз
Республика Калмыкия,Мужчины,2070,83.18,прогноз
Республика Калмыкия,Мужчины,2071,83.31,прогноз
Республика Калмыкия,Мужчины,2072,83.45,прогноз
Республика Калмыкия,Мужчины,2073,83.57,прогноз
Республика Калмыкия,Мужчины,2074,83.7,прогноз
Республика Калмыкия,Мужчины,2075,83.82,прогноз
Республика Калмыкия,Мужчины,2076,83.94,прогноз
Республика Калмыкия,Мужчины,2077,84.05,прогноз
Республика Калмыкия,Мужчины,2078,84.17,прогноз
Республика Калмыкия,Мужчины,2079,84.27,прогноз
Республика Калмыкия,Мужчины,2080,84.38,прогноз
Республика Калмыкия,Мужчины,2081,84.48,прогноз
Республика Калмыкия,Мужчины,2082,84.58,прогноз
Республика Калмыкия,Мужчины,2083,84.68,прогноз
Республика Калмыкия,Мужчины,2084,84.77,прогноз
Республика Калмыкия,Мужчины,2085,84.86,прогноз
Республика Калмыкия,Мужчины,2086,84.95,прогноз
Республика Калмыкия,Мужчины,2087,85.04,прогноз
Республика Калмыкия,Мужчины,2088,85.12,прогноз
Республика Калмыкия,Мужчины,2089,85.2,прогноз
Республика Калмыкия,Мужчины,2090,85.28,прогноз
Республика Калмыкия,Мужчины,2091,85.36,прогноз
Республика Калмыкия,Мужчины,2092,85.43,прогноз
Республика Калмыкия,Мужчины,2093,85.51,прогноз
Республика Калмыкия,Мужчины,2094,85.58,прогноз
Республика Калмыкия,Мужчины,2095,85.65,прогноз
Республика Калмыкия,Мужчины,2096,85.71,прогноз
Республика Калмыкия,Мужчины,2097,85.78,прогноз
Республика Калмыкия,Мужчины,2098,85.84,прогноз
Республика Калмыкия,Мужчины,2099,85.9,прогноз
Республика Калмыкия,Мужчины,2100,85.96,прогноз
Республика Карелия,Женщины,1990,73.8,наблюдение
Республика Карелия,Женщины,1991,73.5,наблюдение
Республика Карелия,Женщины,1992,71.8,наблюдение
Республика Карелия,Женщины,1993,70.6,наблюдение
Республика Карелия,Женщины,1994,68.8,наблюдение
Республика Карелия,Женщины,1995,68.9,наблюдение
Республика Карелия,Женщины,1996,70.9,наблюдение
Республика Карелия,Женщины,1997,71.7,наблюдение
Республика Карелия,Женщины,1998,72.1,наблюдение
Республика Карелия,Женщины,1999,70.5,наблюдение
Республика Карелия,Женщины,2000,70.2,наблюдение
Республика Карелия,Женщины,2001,70.0,наблюдение
Республика Карелия,Женщины,2002,69.2,наблюдение
Республика Карелия,Женщины,2003,69.0,наблюдение
Республика Карелия,Женщины,2004,69.5,наблюдение
Республика Карелия,Женщины,2005,69.9,наблюдение
Республика Карелия,Женщины,2006,70.8,наблюдение
Республика Карелия,Женщины,2007,71.7,наблюдение
Республика Карелия,Женщины,2008,72.0,наблюдение
Республика Карелия,Женщины,2009,73.1,наблюдение
Республика Карелия,Женщины,2010,73.4,наблюдение
Республика Карелия,Женщины,2011,74.18,наблюдение
Республика Карелия,Женщины,2012,74.6,наблюдение
Республика Карелия,Женщины,2013,74.87,наблюдение
Республика Карелия,Женщины,2014,75.47,наблюдение
Республика Карелия,Женщины,2015,75.17,наблюдение
Республика Карелия,Женщины,2016,75.3,наблюдение
Республика Карелия,Женщины,2017,75.59,наблюдение
Республика Карелия,Женщины,2018,75.42,наблюдение
Республика Карелия,Женщины,2019,76.07,наблюдение
Республика Карелия,Женщины,2020,74.69,наблюдение
Республика Карелия,Женщины,2021,71.58,наблюдение
Республика Карелия,Женщины,2022,74.97,наблюдение
Республика Карелия,Женщины,2023,76.53,наблюдение
Республика Карелия,Женщины,2024,76.96,прогноз
Республика Карелия,Женщины,2025,77.37,прогноз
Республика Карелия,Женщины,2026,77.78,прогноз
Республика Карелия,Женщины,2027,78.17,прогноз
Республика Карелия,Женщины,2028,78.55,прогноз
Республика Карелия,Женщины,2029,78.92,прогноз
Республика Карелия,Женщины,2030,79.28,прогноз
Республика Карелия,Женщины,2031,79.63,прогноз
Республика Карелия,Женщины,2032,79.97,прогноз
Республика Карелия,Женщины,2033,80.3,прогноз
Республика Карелия,Женщины,2034,80.63,прогноз
Республика Карелия,Женщины,2035,80.94,прогноз
Республика Карелия,Женщины,2036,81.25,прогноз
Республика Карелия,Женщины,2037,81.54,прогноз
Республика Карелия,Женщины,2038,81.83,прогноз
Республика Карелия,Женщины,2039,82.11,прогноз
Республика Карелия,Женщины,2040,82.38,прогноз
Республика Карелия,Женщины,2041,82.65,прогноз
Республика Карелия,Женщины,2042,82.91,прогноз
Республика Карелия,Женщины,2043,83.16,прогноз
Республика Карелия,Женщины,2044,83.4,прогноз
Республика Карелия,Женщины,2045,83.64,прогноз
Республика Карелия,Женщины,2046,83.87,прогноз
Республика Карелия,Женщины,2047,84.09,прогноз
Республика Карелия,Женщины,2048,84.31,прогноз
Республика Карелия,Женщины,2049,84.52,прогноз
Республика Карелия,Женщины,2050,84.73,прогноз
Республика Карелия,Женщины,2051,84.93,прогноз
Республика Карелия,Женщины,2052,85.13,прогноз
Республика Карелия,Женщины,2053,85.32,прогноз
Республика Карелия,Женщины,2054,85.5,прогноз
Республика Карелия,Женщины,2055,85.68,прогноз
Республика Карелия,Женщины,2056,85.85,прогноз
Республика Карелия,Женщины,2057,86.02,прогноз
Республика Карелия,Женщины,2058,86.19,прогноз
Республика Карелия,Женщины,2059,86.35,прогноз
Республика Карелия,Женщины,2060,86.5,прогноз
Республика Карелия,Женщины,2061,86.66,прогноз
Республика Карелия,Женщины,2062,86.8,прогноз
Республика Карелия,Женщины,2063,86.95,прогноз
Республика Карелия,Женщины,2064,87.09,прогноз
Республика Карелия,Женщины,2065,87.22,прогноз
Республика Карелия,Женщины,2066,87.35,прогноз
Республика Карелия,Женщины,2067,87.48,прогноз
Республика Карелия,Женщины,2068,87.61,прогноз
Республика Карелия,Женщины,2069,87.73,прогноз
Республика Карелия,Женщины,2070,87.85,прогноз
Республика Карелия,Женщины,2071,87.96,прогноз
Республика Карелия,Женщины,2072,88.07,прогноз
Республика Карелия,Женщины,2073,88.18,прогноз
Республика Карелия,Женщины,2074,88.29,прогноз
Республика Карелия,Женщины,2075,88.39,прогноз
Республика Карелия,Женщины,2076,88.49,прогноз
Республика Карелия,Женщины,2077,88.58,прогноз
Республика Карелия,Женщины,2078,88.68,прогноз
Республика Карелия,Женщины,2079,88.77,прогноз
Республика Карелия,Женщины,2080,88.86,прогноз
Республика Карелия,Женщины,2081,88.95,прогноз
Республика Карелия,Женщины,2082,89.03,прогноз
Республика Карелия,Женщины,2083,89.11,прогноз
Республика Карелия,Женщины,2084,89.19,прогноз
Республика Карелия,Женщины,2085,89.27,прогноз
Республика Карелия,Женщины,2086,89.34,прогноз
Республика Карелия,Женщины,2087,89.42,прогноз
Республика Карелия,Женщины,2088,89.49,прогноз
Республика Карелия,Женщины,2089,89.56,прогноз
Республика Карелия,Женщины,2090,89.63,прогноз
Республика Карелия,Женщины,2091,89.69,прогноз
Республика Карелия,Женщины,2092,89.75,прогноз
Республика Карелия,Женщины,2093,89.82,прогноз
Республика Карелия,Женщины,2094,89.88,прогноз
Республика Карелия,Женщины,2095,89.94,прогноз
Республика Карелия,Женщины,2096,89.99,прогноз
Республика Карелия,Женщины,2097,90.05,прогноз
Республика Карелия,Женщины,2098,90.1,прогноз
Республика Карелия,Женщины,2099,90.15,прогноз
Республика Карелия,Женщины,2100,90.21,прогноз
Республика Карелия,Мужчины,1990,63.3,наблюдение
Республика Карелия,Мужчины,1991,62.7,наблюдение
Республика Карелия,Мужчины,1992,59.4,наблюдение
Республика Карелия,Мужчины,1993,55.8,наблюдение
Республика Карелия,Мужчины,1994,54.5,наблюдение
Республика Карелия,Мужчины,1995,54.0,наблюдение
Республика Карелия,Мужчины,1996,57.4,наблюдение
Республика Карелия,Мужчины,1997,59.1,наблюдение
Республика Карелия,Мужчины,1998,59.2,наблюдение
Республика Карелия,Мужчины,1999,57.0,наблюдение
Республика Карелия,Мужчины,2000,56.4,наблюдение
Республика Карелия,Мужчины,2001,55.9,наблюдение
Республика Карелия,Мужчины,2002,54.9,наблюдение
Республика Карелия,Мужчины,2003,53.7,наблюдение
Республика Карелия,Мужчины,2004,54.7,наблюдение
Республика Карелия,Мужчины,2005,55.0,наблюдение
Республика Карелия,Мужчины,2006,57.0,наблюдение
Республика Карелия,Мужчины,2007,58.3,наблюдение
Республика Карелия,Мужчины,2008,58.7,наблюдение
Республика Карелия,Мужчины,2009,59.6,наблюдение
Республика Карелия,Мужчины,2010,59.8,наблюдение
Республика Карелия,Мужчины,2011,61.72,наблюдение
Республика Карелия,Мужчины,2012,61.29,наблюдение
Республика Карелия,Мужчины,2013,62.94,наблюдение
Республика Карелия,Мужчины,2014,62.62,наблюдение
Республика Карелия,Мужчины,2015,62.37,наблюдение
